pokedex_number,pokemon_name,next_evolution,pokemon_weight,pokemon_height,pokemon_type,pokemon_abilities
1013,Sinistcha,"##1012 - Poltchageist (https://pokemondb.net/pokedex/poltchageist), ##1013 - Sinistcha (https://pokemondb.net/pokedex/sinistcha)",2.2 kg,20.0 cm,Grass,"Astonish (https://pokemondb.net/move/astonish), Grass (https://pokemondb.net/type/grass), Protect (https://pokemondb.net/move/protect)"
1020,Gouging Fire,,590.0 kg,350.0 cm,Fire,"Incinerate (https://pokemondb.net/move/incinerate), Rock (https://pokemondb.net/type/rock), Take Down (https://pokemondb.net/move/take-down)"
1007,Koraidon,,303.0 kg,250.0 cm,Fighting,"Breaking Swipe (https://pokemondb.net/move/breaking-swipe), Take Down (https://pokemondb.net/move/take-down)"
1006,Iron Valiant,,35.0 kg,140.0 cm,Fairy,"Disable (https://pokemondb.net/move/disable), Electric (https://pokemondb.net/type/electric), Agility (https://pokemondb.net/move/agility)"
1005,Roaring Moon,,380.0 kg,200.0 cm,Dragon,"Bite (https://pokemondb.net/move/bite), Dragon (https://pokemondb.net/type/dragon), Take Down (https://pokemondb.net/move/take-down)"
1004,Chi-Yu,,4.9 kg,40.0 cm,Dark,"Ember (https://pokemondb.net/move/ember), Take Down (https://pokemondb.net/move/take-down)"
1015,Munkidori,,12.2 kg,100.0 cm,Poison,"Confusion (https://pokemondb.net/move/confusion), Mud-Slap (https://pokemondb.net/move/mud-slap)"
1003,Ting-Lu,,699.7 kg,270.0 cm,Dark,"Mean Look (https://pokemondb.net/move/mean-look), Take Down (https://pokemondb.net/move/take-down)"
1008,Miraidon,,240.0 kg,350.0 cm,Electric,"Dragon Breath (https://pokemondb.net/move/dragon-breath), Take Down (https://pokemondb.net/move/take-down)"
1002,Chien-Pao,,152.2 kg,190.0 cm,Dark,"Mean Look (https://pokemondb.net/move/mean-look), Take Down (https://pokemondb.net/move/take-down)"
1001,Wo-Chien,,74.2 kg,150.0 cm,Dark,"Absorb (https://pokemondb.net/move/absorb), Take Down (https://pokemondb.net/move/take-down)"
1000,Gholdengo,"##0999 - Gimmighoul (https://pokemondb.net/pokedex/gimmighoul), ##1000 - Gholdengo (https://pokemondb.net/pokedex/gholdengo)",30.0 kg,120.0 cm,Steel,"Astonish (https://pokemondb.net/move/astonish), Take Down (https://pokemondb.net/move/take-down)"
0999,Gimmighoul,"##0999 - Gimmighoul (https://pokemondb.net/pokedex/gimmighoul), ##1000 - Gholdengo (https://pokemondb.net/pokedex/gholdengo)",5.0 kg,30.0 cm,Ghost,"Astonish (https://pokemondb.net/move/astonish), Take Down (https://pokemondb.net/move/take-down)"
0998,Baxcalibur,"##0996 - Frigibax (https://pokemondb.net/pokedex/frigibax), ##0997 - Arctibax (https://pokemondb.net/pokedex/arctibax), ##0998 - Baxcalibur (https://pokemondb.net/pokedex/baxcalibur)",210.0 kg,210.0 cm,Dragon,"Breaking Swipe (https://pokemondb.net/move/breaking-swipe), Dragon (https://pokemondb.net/type/dragon), Water (https://pokemondb.net/type/water), Take Down (https://pokemondb.net/move/take-down)"
0997,Arctibax,"##0996 - Frigibax (https://pokemondb.net/pokedex/frigibax), ##0997 - Arctibax (https://pokemondb.net/pokedex/arctibax), ##0998 - Baxcalibur (https://pokemondb.net/pokedex/baxcalibur)",30.0 kg,80.0 cm,Dragon,"Dragon Tail (https://pokemondb.net/move/dragon-tail), Water (https://pokemondb.net/type/water), Take Down (https://pokemondb.net/move/take-down)"
0996,Frigibax,"##0996 - Frigibax (https://pokemondb.net/pokedex/frigibax), ##0997 - Arctibax (https://pokemondb.net/pokedex/arctibax), ##0998 - Baxcalibur (https://pokemondb.net/pokedex/baxcalibur)",17.0 kg,50.0 cm,Dragon,"Dragon Tail (https://pokemondb.net/move/dragon-tail), Water (https://pokemondb.net/type/water), Take Down (https://pokemondb.net/move/take-down)"
0994,Iron Moth,,36.0 kg,120.0 cm,Fire,"Acid Spray (https://pokemondb.net/move/acid-spray), Electric (https://pokemondb.net/type/electric), Take Down (https://pokemondb.net/move/take-down)"
0990,Iron Treads,,240.0 kg,90.0 cm,Ground,"Defense Curl (https://pokemondb.net/move/defense-curl), Take Down (https://pokemondb.net/move/take-down)"
0992,Iron Hands,,380.7 kg,180.0 cm,Fighting,"Arm Thrust (https://pokemondb.net/move/arm-thrust), Electric (https://pokemondb.net/type/electric), Take Down (https://pokemondb.net/move/take-down)"
0989,Sandy Shocks,,60.0 kg,229.99999999999997 cm,Electric,"Electric Terrain (https://pokemondb.net/move/electric-terrain), Fire (https://pokemondb.net/type/fire), Take Down (https://pokemondb.net/move/take-down)"
0993,Iron Jugulis,,111.0 kg,130.0 cm,Dark,"Air Cutter (https://pokemondb.net/move/air-cutter), Take Down (https://pokemondb.net/move/take-down)"
0991,Iron Bundle,,11.0 kg,60.0 cm,Ice,"Present (https://pokemondb.net/move/present), Electric (https://pokemondb.net/type/electric), Take Down (https://pokemondb.net/move/take-down)"
0986,Brute Bonnet,,21.0 kg,120.0 cm,Grass,"Absorb (https://pokemondb.net/move/absorb), Fire (https://pokemondb.net/type/fire), Scary Face (https://pokemondb.net/move/scary-face)"
0988,Slither Wing,,92.0 kg,320.0 cm,Bug,"Bug Bite (https://pokemondb.net/move/bug-bite), Fire (https://pokemondb.net/type/fire), Take Down (https://pokemondb.net/move/take-down)"
0987,Flutter Mane,,4.0 kg,140.0 cm,Ghost,"Astonish (https://pokemondb.net/move/astonish), Fire (https://pokemondb.net/type/fire), Charm (https://pokemondb.net/move/charm)"
0985,Scream Tail,,8.0 kg,120.0 cm,Fairy,"Disable (https://pokemondb.net/move/disable), Fire (https://pokemondb.net/type/fire), Take Down (https://pokemondb.net/move/take-down)"
0982,Dudunsparce,"##0206 - Dunsparce (https://pokemondb.net/pokedex/dunsparce), ##0982 - Dudunsparce (https://pokemondb.net/pokedex/dudunsparce), ##0982 - Dudunsparce (https://pokemondb.net/pokedex/dudunsparce)",39.2 kg,360.0 cm,Normal,"Defense Curl (https://pokemondb.net/move/defense-curl), Water (https://pokemondb.net/type/water), Take Down (https://pokemondb.net/move/take-down)"
0983,Kingambit,"##0624 - Pawniard (https://pokemondb.net/pokedex/pawniard), ##0625 - Bisharp (https://pokemondb.net/pokedex/bisharp), ##0983 - Kingambit (https://pokemondb.net/pokedex/kingambit)",120.0 kg,200.0 cm,Dark,"Fury Cutter (https://pokemondb.net/move/fury-cutter), Dark (https://pokemondb.net/type/dark), Normal (https://pokemondb.net/type/normal), Take Down (https://pokemondb.net/move/take-down)"
0995,Iron Thorns,,303.0 kg,160.0 cm,Rock,"Fire Fang (https://pokemondb.net/move/fire-fang), Electric (https://pokemondb.net/type/electric), Take Down (https://pokemondb.net/move/take-down)"
0981,Farigiraf,"##0203 - Girafarig (https://pokemondb.net/pokedex/girafarig), ##0981 - Farigiraf (https://pokemondb.net/pokedex/farigiraf)",160.0 kg,320.0 cm,Normal,"Astonish (https://pokemondb.net/move/astonish), Psychic (https://pokemondb.net/type/psychic), Take Down (https://pokemondb.net/move/take-down)"
0980,Clodsire,"##0194 - Wooper (https://pokemondb.net/pokedex/wooper), ##0195 - Quagsire (https://pokemondb.net/pokedex/quagsire), ##0194 - Wooper (https://pokemondb.net/pokedex/wooper), ##0980 - Clodsire (https://pokemondb.net/pokedex/clodsire)",223.0 kg,180.0 cm,Poison,"Poison Sting (https://pokemondb.net/move/poison-sting), Psychic (https://pokemondb.net/type/psychic), Poison (https://pokemondb.net/type/poison), Take Down (https://pokemondb.net/move/take-down)"
0976,Veluza,,90.0 kg,250.0 cm,Water,"Aqua Jet (https://pokemondb.net/move/aqua-jet), Normal (https://pokemondb.net/type/normal), Take Down (https://pokemondb.net/move/take-down)"
0978,Tatsugiri,,8.0 kg,30.0 cm,Dragon,"Splash (https://pokemondb.net/move/splash), Normal (https://pokemondb.net/type/normal), Take Down (https://pokemondb.net/move/take-down)"
0977,Dondozo,,220.0 kg,1200.0 cm,Water,"Supersonic (https://pokemondb.net/move/supersonic), Ghost (https://pokemondb.net/type/ghost), Take Down (https://pokemondb.net/move/take-down)"
0979,Annihilape,"##0056 - Mankey (https://pokemondb.net/pokedex/mankey), ##0057 - Primeape (https://pokemondb.net/pokedex/primeape), ##0979 - Annihilape (https://pokemondb.net/pokedex/annihilape)",56.0 kg,120.0 cm,Fighting,"Counter (https://pokemondb.net/move/counter), Ghost (https://pokemondb.net/type/ghost), Dark (https://pokemondb.net/type/dark), Take Down (https://pokemondb.net/move/take-down)"
0974,Cetoddle,"##0974 - Cetoddle (https://pokemondb.net/pokedex/cetoddle), ##0975 - Cetitan (https://pokemondb.net/pokedex/cetitan)",45.0 kg,120.0 cm,Ice,"Powder Snow (https://pokemondb.net/move/powder-snow), Normal (https://pokemondb.net/type/normal), Take Down (https://pokemondb.net/move/take-down)"
0973,Flamigo,,37.0 kg,160.0 cm,Flying,"Copycat (https://pokemondb.net/move/copycat), Normal (https://pokemondb.net/type/normal), Take Down (https://pokemondb.net/move/take-down)"
0972,Houndstone,"##0971 - Greavard (https://pokemondb.net/pokedex/greavard), ##0972 - Houndstone (https://pokemondb.net/pokedex/houndstone)",15.0 kg,200.0 cm,Ghost,"Growl (https://pokemondb.net/move/growl), Ghost (https://pokemondb.net/type/ghost), Psychic (https://pokemondb.net/type/psychic), Take Down (https://pokemondb.net/move/take-down)"
0971,Greavard,"##0971 - Greavard (https://pokemondb.net/pokedex/greavard), ##0972 - Houndstone (https://pokemondb.net/pokedex/houndstone)",35.0 kg,60.0 cm,Ghost,"Growl (https://pokemondb.net/move/growl), Psychic (https://pokemondb.net/type/psychic), Take Down (https://pokemondb.net/move/take-down)"
0970,Glimmora,"##0969 - Glimmet (https://pokemondb.net/pokedex/glimmet), ##0970 - Glimmora (https://pokemondb.net/pokedex/glimmora)",45.0 kg,150.0 cm,Rock,"Harden (https://pokemondb.net/move/harden), Poison (https://pokemondb.net/type/poison), Normal (https://pokemondb.net/type/normal), Protect (https://pokemondb.net/move/protect)"
0969,Glimmet,"##0969 - Glimmet (https://pokemondb.net/pokedex/glimmet), ##0970 - Glimmora (https://pokemondb.net/pokedex/glimmora)",8.0 kg,70.0 cm,Rock,"Harden (https://pokemondb.net/move/harden), Normal (https://pokemondb.net/type/normal), Protect (https://pokemondb.net/move/protect)"
0967,Cyclizar,,63.0 kg,160.0 cm,Dragon,"Growl (https://pokemondb.net/move/growl), Water (https://pokemondb.net/type/water), Take Down (https://pokemondb.net/move/take-down)"
0984,Great Tusk,,320.0 kg,220.00000000000003 cm,Ground,"Defense Curl (https://pokemondb.net/move/defense-curl), Take Down (https://pokemondb.net/move/take-down)"
0968,Orthworm,,310.0 kg,250.0 cm,Steel,"Harden (https://pokemondb.net/move/harden), Poison (https://pokemondb.net/type/poison), Take Down (https://pokemondb.net/move/take-down)"
0965,Varoom,"##0965 - Varoom (https://pokemondb.net/pokedex/varoom), ##0966 - Revavroom (https://pokemondb.net/pokedex/revavroom)",35.0 kg,100.0 cm,Steel,"Lick (https://pokemondb.net/move/lick), Ice (https://pokemondb.net/type/ice), Take Down (https://pokemondb.net/move/take-down)"
0966,Revavroom,"##0965 - Varoom (https://pokemondb.net/pokedex/varoom), ##0966 - Revavroom (https://pokemondb.net/pokedex/revavroom)",120.0 kg,180.0 cm,Steel,"Lick (https://pokemondb.net/move/lick), Steel (https://pokemondb.net/type/steel), Ice (https://pokemondb.net/type/ice), Take Down (https://pokemondb.net/move/take-down)"
0964,Palafin,"##0963 - Finizen (https://pokemondb.net/pokedex/finizen), ##0964 - Palafin (https://pokemondb.net/pokedex/palafin)",60.2 kg,130.0 cm,Water,"Jet Punch (https://pokemondb.net/move/jet-punch), Water (https://pokemondb.net/type/water), Normal (https://pokemondb.net/type/normal), Take Down (https://pokemondb.net/move/take-down)"
0963,Finizen,"##0963 - Finizen (https://pokemondb.net/pokedex/finizen), ##0964 - Palafin (https://pokemondb.net/pokedex/palafin)",60.2 kg,130.0 cm,Water,"Supersonic (https://pokemondb.net/move/supersonic), Normal (https://pokemondb.net/type/normal), Take Down (https://pokemondb.net/move/take-down)"
0962,Bombirdier,,42.9 kg,150.0 cm,Flying,"Hone Claws (https://pokemondb.net/move/hone-claws), Flying (https://pokemondb.net/type/flying), Take Down (https://pokemondb.net/move/take-down)"
0960,Wiglett,"##0960 - Wiglett (https://pokemondb.net/pokedex/wiglett), ##0961 - Wugtrio (https://pokemondb.net/pokedex/wugtrio)",1.8 kg,120.0 cm,Water,"Sand Attack (https://pokemondb.net/move/sand-attack), Fighting (https://pokemondb.net/type/fighting), Take Down (https://pokemondb.net/move/take-down)"
0961,Wugtrio,"##0960 - Wiglett (https://pokemondb.net/pokedex/wiglett), ##0961 - Wugtrio (https://pokemondb.net/pokedex/wugtrio)",5.4 kg,120.0 cm,Water,"Mud-Slap (https://pokemondb.net/move/mud-slap), Fighting (https://pokemondb.net/type/fighting), Take Down (https://pokemondb.net/move/take-down)"
0959,Tinkaton,"##0957 - Tinkatink (https://pokemondb.net/pokedex/tinkatink), ##0958 - Tinkatuff (https://pokemondb.net/pokedex/tinkatuff), ##0959 - Tinkaton (https://pokemondb.net/pokedex/tinkaton)",112.8 kg,70.0 cm,Fairy,"Astonish (https://pokemondb.net/move/astonish), Steel (https://pokemondb.net/type/steel), Normal (https://pokemondb.net/type/normal), Fake Tears (https://pokemondb.net/move/fake-tears)"
0958,Tinkatuff,"##0957 - Tinkatink (https://pokemondb.net/pokedex/tinkatink), ##0958 - Tinkatuff (https://pokemondb.net/pokedex/tinkatuff), ##0959 - Tinkaton (https://pokemondb.net/pokedex/tinkaton)",59.1 kg,70.0 cm,Fairy,"Astonish (https://pokemondb.net/move/astonish), Normal (https://pokemondb.net/type/normal), Fake Tears (https://pokemondb.net/move/fake-tears)"
0952,Scovillain,"##0951 - Capsakid (https://pokemondb.net/pokedex/capsakid), ##0952 - Scovillain (https://pokemondb.net/pokedex/scovillain)",15.0 kg,90.0 cm,Grass,"Fire Fang (https://pokemondb.net/move/fire-fang), Fire (https://pokemondb.net/type/fire), Grass (https://pokemondb.net/type/grass), Take Down (https://pokemondb.net/move/take-down)"
0954,Rabsca,"##0953 - Rellor (https://pokemondb.net/pokedex/rellor), ##0954 - Rabsca (https://pokemondb.net/pokedex/rabsca)",3.5 kg,30.0 cm,Bug,"Confusion (https://pokemondb.net/move/confusion), Normal (https://pokemondb.net/type/normal), Normal (https://pokemondb.net/type/normal), Psychic (https://pokemondb.net/type/psychic), Take Down (https://pokemondb.net/move/take-down)"
0955,Flittle,"##0955 - Flittle (https://pokemondb.net/pokedex/flittle), ##0956 - Espathra (https://pokemondb.net/pokedex/espathra)",1.5 kg,20.0 cm,Psychic,"Growl (https://pokemondb.net/move/growl), Psychic (https://pokemondb.net/type/psychic), Take Down (https://pokemondb.net/move/take-down)"
0956,Espathra,"##0955 - Flittle (https://pokemondb.net/pokedex/flittle), ##0956 - Espathra (https://pokemondb.net/pokedex/espathra)",90.0 kg,190.0 cm,Psychic,"Drill Peck (https://pokemondb.net/move/drill-peck), Psychic (https://pokemondb.net/type/psychic), Psychic (https://pokemondb.net/type/psychic), Take Down (https://pokemondb.net/move/take-down)"
0957,Tinkatink,"##0957 - Tinkatink (https://pokemondb.net/pokedex/tinkatink), ##0958 - Tinkatuff (https://pokemondb.net/pokedex/tinkatuff), ##0959 - Tinkaton (https://pokemondb.net/pokedex/tinkaton)",8.9 kg,40.0 cm,Fairy,"Astonish (https://pokemondb.net/move/astonish), Normal (https://pokemondb.net/type/normal), Fake Tears (https://pokemondb.net/move/fake-tears)"
0975,Cetitan,"##0974 - Cetoddle (https://pokemondb.net/pokedex/cetoddle), ##0975 - Cetitan (https://pokemondb.net/pokedex/cetitan)",700.0 kg,450.0 cm,Ice,"Powder Snow (https://pokemondb.net/move/powder-snow), Normal (https://pokemondb.net/type/normal), Take Down (https://pokemondb.net/move/take-down)"
0951,Capsakid,"##0951 - Capsakid (https://pokemondb.net/pokedex/capsakid), ##0952 - Scovillain (https://pokemondb.net/pokedex/scovillain)",3.0 kg,30.0 cm,Grass,"Leafage (https://pokemondb.net/move/leafage), Grass (https://pokemondb.net/type/grass), Take Down (https://pokemondb.net/move/take-down)"
0950,Klawf,,79.0 kg,130.0 cm,Rock,"Rock Throw (https://pokemondb.net/move/rock-throw), Rock (https://pokemondb.net/type/rock), Take Down (https://pokemondb.net/move/take-down)"
0949,Toedscruel,"##0948 - Toedscool (https://pokemondb.net/pokedex/toedscool), ##0949 - Toedscruel (https://pokemondb.net/pokedex/toedscruel)",58.0 kg,190.0 cm,Ground,"Mud-Slap (https://pokemondb.net/move/mud-slap), Normal (https://pokemondb.net/type/normal), Mud-Slap (https://pokemondb.net/move/mud-slap)"
0948,Toedscool,"##0948 - Toedscool (https://pokemondb.net/pokedex/toedscool), ##0949 - Toedscruel (https://pokemondb.net/pokedex/toedscruel)",33.0 kg,90.0 cm,Ground,"Mud-Slap (https://pokemondb.net/move/mud-slap), Normal (https://pokemondb.net/type/normal), Mud-Slap (https://pokemondb.net/move/mud-slap)"
0946,Bramblin,"##0946 - Bramblin (https://pokemondb.net/pokedex/bramblin), ##0947 - Brambleghast (https://pokemondb.net/pokedex/brambleghast)",0.6 kg,60.0 cm,Grass,"Astonish (https://pokemondb.net/move/astonish), Dark (https://pokemondb.net/type/dark), Scary Face (https://pokemondb.net/move/scary-face)"
0944,Shroodle,"##0944 - Shroodle (https://pokemondb.net/pokedex/shroodle), ##0945 - Grafaiai (https://pokemondb.net/pokedex/grafaiai)",0.7 kg,20.0 cm,Poison,"Leer (https://pokemondb.net/move/leer), Normal (https://pokemondb.net/type/normal), Take Down (https://pokemondb.net/move/take-down)"
0943,Mabosstiff,"##0942 - Maschiff (https://pokemondb.net/pokedex/maschiff), ##0943 - Mabosstiff (https://pokemondb.net/pokedex/mabosstiff)",61.0 kg,110.00000000000001 cm,Dark,"Leer (https://pokemondb.net/move/leer), Dark (https://pokemondb.net/type/dark), Ghost (https://pokemondb.net/type/ghost), Take Down (https://pokemondb.net/move/take-down)"
0942,Maschiff,"##0942 - Maschiff (https://pokemondb.net/pokedex/maschiff), ##0943 - Mabosstiff (https://pokemondb.net/pokedex/mabosstiff)",16.0 kg,50.0 cm,Dark,"Leer (https://pokemondb.net/move/leer), Ghost (https://pokemondb.net/type/ghost), Take Down (https://pokemondb.net/move/take-down)"
0941,Kilowattrel,"##0940 - Wattrel (https://pokemondb.net/pokedex/wattrel), ##0941 - Kilowattrel (https://pokemondb.net/pokedex/kilowattrel)",38.6 kg,140.0 cm,Electric,"Growl (https://pokemondb.net/move/growl), Electric (https://pokemondb.net/type/electric), Normal (https://pokemondb.net/type/normal), Take Down (https://pokemondb.net/move/take-down)"
